5.06,31.4,Aw
29.79,-3.36,BWh
27.12,18.71,BWh
56.7,-97.47,Dfc
-9.38,17.37,Aw
11.79,13.7,BSh
24.97,-11.42,BWh
11.7,24.49,BSh
29.79,25.21,BWh
5.9,-2.33,Am
-10.02,31.01,Cwa
-25.16,17.06,BWh
-28.97,24.76,BSk
19.16,29.58,BWh
45.63,-61.54,/
20.26,8.63,BWh
14.7,-1.77,BSh
-2.62,26.23,Am
2.0,14.9,Am
-4.52,34.0,Aw
-19.47,22.5,BSh
-17.44,47.54,Aw
30.97,15.19,BSh
8.22,-10.52,Am
66.94,-124.14,Dfc
12.65,41.92,BWh
3.66,24.12,Aw
-29.11,29.15,Cwc
6.19,5.7,Aw
17.09,14.16,BWh
24.56,30.25,BWh
36.48,2.93,Csa
20.18,34.9,BWh
23.11,8.34,BWh
-19.29,27.3,BSh
80.66,-90.19,/
2.64,34.72,Aw
16.79,20.23,BWh
16.74,-7.82,BWh
34.54,-0.99,BSk
19.54,-15.54,BWh
10.01,-3.02,Aw
-14.41,14.71,Cwa
6.28,16.25,Aw
30.92,-9.02,Csb
-0.27,12.66,Aw
40.05,-103.1,BSk
8.86,49.24,BWh
16.07,9.99,BWh
14.83,33.49,BWh
13.22,3.86,BSh
36.45,9.09,BSk
-6.09,13.7,Aw
0.74,39.96,BWh
-8.1,22.98,Aw
-9.43,38.73,Aw
18.47,-3.13,BWh
29.1,-95.32,Cfa
-7.14,34.05,BSh
-23.92,22.89,BWh
21.41,20.25,BWh
26.53,7.88,BWh
10.61,-13.64,Am
13.91,21.61,BSh
-32.74,26.74,Cfb
7.54,44.22,BSh
16.42,39.15,/
25.52,13.98,BWh
67.18,-93.03,ET
8.17,27.08,Aw
28.46,32.7,BWh
-14.69,27.53,Cwa
9.55,32.36,BSh
-0.74,21.49,Af
5.54,38.18,Cwb
24.11,3.72,BWh
-21.38,18.94,BSh
26.82,22.98,BWh
9.4,1.79,Aw
80.98,-78.19,ET
31.22,5.93,BWh
-3.58,22.55,Aw
-14.01,20.72,Cwa
31.66,21.78,BWh
-29.3,20.06,BWh
-5.17,37.93,Aw
0.84,25.77,Af
32.38,-6.5,Csa
17.65,-14.47,BWh
-4.97,30.61,Aw
72.11,-81.54,ET
3.01,17.65,Aw
-8.46,28.46,Aw
17.81,25.58,BSh
9.76,40.55,Aw
6.86,-6.79,Aw
-17.32,31.85,Cwa
-21.52,14.07,BWk
3.82,35.35,BSh
28.65,27.42,BWh
20.66,18.1,BWh
7.12,12.83,Aw
21.8,-13.54,BWh
-24.33,25.79,BSh
17.84,33.52,BWh
-4.01,14.19,Aw
-25.12,45.39,BSh
-14.77,39.59,Aw
13.47,11.77,BWh
18.56,13.15,BWh
8.88,6.38,Aw
7.31,30.21,Aw
16.81,-11.07,BWh
13.9,27.65,BWh
27.64,-4.16,BWh
22.32,-0.47,BWh
16.7,17.48,BWh
12.67,17.63,BSh
2.1,44.21,BSh
3.16,27.42,Am
59.44,-116.7,Dfc
-6.67,21.52,Aw
-32.05,23.87,BSk
33.75,8.21,BWh
26.53,-2.06,BWh
